0.16667,0.16667,0
0.16667,0.33333,0
0.16667,0.5,0
0.16667,0.66667,0
0.16667,0.83333,0
0.16667,1,0
0.33333,0.16667,0
0.33333,0.33333,0
0.33333,0.5,0
0.33333,0.66667,0
0.33333,0.83333,0
0.33333,1,0
0.5,0.16667,0
0.5,0.33333,0
0.5,0.5,0
0.5,0.66667,0
0.5,0.83333,0
0.5,1,0
0.66667,0.16667,0
0.66667,0.33333,0
0.66667,0.5,0
0.66667,0.66667,0
0.66667,0.83333,0
0.66667,1,0
0.83333,0.16667,0
0.83333,0.33333,0
0.83333,0.5,0
0.83333,0.66667,0
0.83333,0.83333,0
0.83333,1,0
1,0.16667,0
1,0.33333,0
1,0.5,0
1,0.66667,0
1,0.83333,0
1,1,0
0,0.16667,0.16667
0,0.33333,0.16667
0,0.5,0.16667
0,0.66667,0.16667
0,0.83333,0.16667
0,1,0.16667
0.16667,0,0.16667
0.16667,0.33333,0.16667
0.16667,0.5,0.16667
0.16667,0.66667,0.16667
0.16667,0.83333,0.16667
0.16667,1,0.16667
0.33333,0,0.16667
0.33333,0.16667,0.16667
0.33333,0.33333,0.16667
0.33333,0.5,0.16667
0.33333,0.66667,0.16667
0.33333,0.83333,0.16667
0.33333,1,0.16667
0.5,0,0.16667
0.5,0.16667,0.16667
0.5,0.33333,0.16667
0.5,0.5,0.16667
0.5,0.66667,0.16667
0.5,0.83333,0.16667
0.5,1,0.16667
0.66667,0,0.16667
0.66667,0.16667,0.16667
0.66667,0.33333,0.16667
0.66667,0.5,0.16667
0.66667,0.66667,0.16667
0.66667,0.83333,0.16667
0.66667,1,0.16667
0.83333,0,0.16667
0.83333,0.16667,0.16667
0.83333,0.33333,0.16667
0.83333,0.5,0.16667
0.83333,0.66667,0.16667
0.83333,0.83333,0.16667
0.83333,1,0.16667
1,0,0.16667
1,0.16667,0.16667
1,0.33333,0.16667
1,0.5,0.16667
1,0.66667,0.16667
1,0.83333,0.16667
1,1,0.16667
0,0.16667,0.33333
0,0.33333,0.33333
0,0.5,0.33333
0,0.66667,0.33333
0,0.83333,0.33333
0,1,0.33333
0.16667,0,0.33333
0.16667,0.16667,0.33333
0.16667,0.33333,0.33333
0.16667,0.5,0.33333
0.16667,0.66667,0.33333
0.16667,0.83333,0.33333
0.16667,1,0.33333
0.33333,0,0.33333
0.33333,0.16667,0.33333
0.33333,0.5,0.33333
0.33333,0.66667,0.33333
0.33333,0.83333,0.33333
0.33333,1,0.33333
0.5,0,0.33333
0.5,0.16667,0.33333
0.5,0.33333,0.33333
0.5,0.5,0.33333
0.5,0.66667,0.33333
0.5,0.83333,0.33333
